파일명,한국어,클러스터_ID,클러스터_크기
KETI_SL_0000000158.MOV,끓는물,G15_2_C50,12
KETI_SL_0000000200.MOV,뜨거운물,G15_2_C50,12
KETI_SL_0000000214.MOV,물,G15_2_C50,12
KETI_SL_0000000217.MOV,바다,G15_2_C50,12
KETI_SL_0000000225.MOV,배,G15_2_C50,12
KETI_SL_0000000268.MOV,수영장,G15_2_C50,12
KETI_SL_0000000390.MOV,파도,G15_2_C50,12
KETI_SL_0000000396.MOV,폭우,G15_2_C50,12
KETI_SL_0000000414.MOV,홍수,G15_2_C50,12
KETI_SL_0000000131.MOV,고열,G15_3_C50,8
KETI_SL_0000000247.MOV,산,G15_3_C50,8
KETI_SL_0000000303.MOV,열,G15_3_C50,8
KETI_SL_0000000304.MOV,열나다,G15_3_C50,8
KETI_SL_0000000373.MOV,체온계,G15_3_C50,8
KETI_SL_0000000403.MOV,해(연),G15_3_C50,8
KETI_SL_0000000405.MOV,해열제,G15_3_C50,8
KETI_SL_0000000415.MOV,화상,G15_3_C50,8
KETI_SL_0000000106.MOV,가렵다,G15_4_C50,5
KETI_SL_0000000193.MOV,두드러기생기다,G15_4_C50,5
KETI_SL_0000000218.MOV,반점생기다,G15_4_C50,5
KETI_SL_0000000227.MOV,배고프다,G15_4_C50,5
KETI_SL_0000000372.MOV,창백하다,G15_4_C50,5
KETI_SL_RES_0000000009.MOV,거기에 창문이 있나요?,G16_0_C57,10
KETI_SL_RES_0000000051.MOV,높이가 얼마나 되나요?,G16_0_C57,10
KETI_SL_RES_0000000064.MOV,몇대가 추돌했나요?,G16_0_C57,10
KETI_SL_RES_0000000050.MOV,몇명이나 떨어졌죠?,G16_0_C57,10
KETI_SL_RES_0000000055.MOV,몇층에서 떨어졌는지는 보셨나요?,G16_0_C57,10
KETI_SL_RES_0000000021.MOV,발견한지 얼마나 지나셨나요?,G16_0_C57,10
KETI_SL_RES_0000000062.MOV,안에 다치신 분들은 계신가요?,G16_0_C57,10
KETI_SL_RES_0000000008.MOV,집을 빠져나갈 수 있는 길이 있나요?,G16_0_C57,10
KETI_SL_RES_0000000006.MOV,현관문은 열려있나요?,G16_0_C57,10
KETI_SL_RES_0000000065.MOV,혹시 집안의 사람들은 다 대피하였나요?,G16_0_C57,10
KETI_SL_RES_0000000022.MOV,그 시간에 전화하신 분은 안계셨나요?,G16_1_C57,5
KETI_SL_RES_0000000057.MOV,주변에 도와줄 사람이 없나요?,G16_1_C57,5
KETI_SL_RES_0000000017.MOV,주변에 아무도 없나요?,G16_1_C57,5
KETI_SL_RES_0000000014.MOV,주변에 어디 들어가 있을 곳이 없나요?,G16_1_C57,5
KETI_SL_RES_0000000053.MOV,주변에 혹시 목격자 있으신가요?,G16_1_C57,5
KETI_SL_RES_0000000044.MOV,거기 몇명 정도 있으세요?,G16_2_C57,11
KETI_SL_RES_0000000023.MOV,거기 지금 누구랑 같이 있나요?,G16_2_C57,11
KETI_SL_RES_0000000043.MOV,그 안에 사람이 많이 있나요?,G16_2_C57,11
KETI_SL_RES_0000000078.MOV,마지막으로 기억에 남는 장소가 있으세요?,G16_2_C57,11
KETI_SL_RES_0000000047.MOV,사망자가 있나요?,G16_2_C57,11
KETI_SL_RES_0000000033.MOV,아직도 쫓아오나요?,G16_2_C57,11
KETI_SL_RES_0000000072.MOV,위치가 어딘지 알 수 있을까요?,G16_2_C57,11
KETI_SL_RES_0000000117.MOV,일단 사람이 많은 곳으로 이동하신 다음에 주변을 확인해주세요,G16_2_C57,11
KETI_SL_RES_0000000077.MOV,주변에 보이는 건물이나 상가가 있나요?,G16_2_C57,11
KETI_SL_RES_0000000013.MOV,주변에 사람이 보이시나요?,G16_2_C57,11
KETI_SL_RES_0000000127.MOV,지금 사람들이 가고 있어요,G16_2_C57,11
KETI_SL_0000008402.MOV,근처에 있는 건물이 붕괴되고 있어요,G17_C60,11
KETI_SL_0000000198.MOV,떨어지다,G17_C60,11
KETI_SL_0000008396.MOV,배가 침몰하고 있어요,G17_C60,11
KETI_SL_0000008418.MOV,비행기가 추락하고 있어요,G17_C60,11
KETI_SL_0000000274.MOV,심장마비,G17_C60,11
KETI_SL_0000008413.MOV,어떤 사람이 건물에서 추락했어요,G17_C60,11
KETI_SL_0000008428.MOV,어떤 사람이 벼락을 맞았어요,G17_C60,11
KETI_SL_0000008453.MOV,어떤 사람이 자살을 시도하고 있어요,G17_C60,11
KETI_SL_0000008383.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요,G17_C60,11
KETI_SL_0000000350.MOV,자살,G17_C60,11
KETI_SL_0000000375.MOV,추락,G17_C60,11
KETI_SL_0000000208.MOV,목,G18_0_0_C61,3
KETI_SL_0000000209.MOV,목요일,G18_0_0_C61,3
KETI_SL_0000000360.MOV,주,G18_0_0_C61,3
KETI_SL_0000000355.MOV,장단지,G18_0_1_0_C61,2
KETI_SL_0000000376.MOV,축사,G18_0_1_0_C61,2
KETI_SL_0000000237.MOV,볼,G18_0_1_1_0_C61,2
KETI_SL_0000000272.MOV,시청,G18_0_1_1_0_C61,2
KETI_SL_0000000246.MOV,사이,G18_0_1_1_1_0_0_C61,4
KETI_SL_0000000287.MOV,앞,G18_0_1_1_1_0_0_C61,4
KETI_SL_0000000312.MOV,옆쪽,G18_0_1_1_1_0_0_C61,4
KETI_SL_0000000320.MOV,왼쪽,G18_0_1_1_1_0_0_C61,4
KETI_SL_0000000108.MOV,가슴,G18_0_1_1_1_0_1_0_C61,3
KETI_SL_0000000264.MOV,손,G18_0_1_1_1_0_1_0_C61,3
KETI_SL_0000000383.MOV,코,G18_0_1_1_1_0_1_0_C61,3
KETI_SL_RES_0000000003.MOV,네.,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000179.MOV,다음,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000194.MOV,뒤,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000196.MOV,등,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000216.MOV,아래,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_RES_0000000005.MOV,알겠어요.,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000290.MOV,약사,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000319.MOV,올해,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000343.MOV,이번,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000351.MOV,자상,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000363.MOV,지난,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000374.MOV,총,G18_0_1_1_1_0_1_1_C61,12
KETI_SL_0000000195.MOV,뒤통수,G18_0_1_2_C61,4
KETI_SL_0000000206.MOV,머리,G18_0_1_2_C61,4
KETI_SL_0000000296.MOV,얼굴,G18_0_1_2_C61,4
KETI_SL_0000000341.MOV,이마,G18_0_1_2_C61,4
KETI_SL_0000000215.MOV,밑에,G18_0_2_C61,3
KETI_SL_0000000328.MOV,위,G18_0_2_C61,3
KETI_SL_0000000329.MOV,위에,G18_0_2_C61,3
KETI_SL_0000000150.MOV,귀,G18_0_3_C61,4
KETI_SL_0000000314.MOV,오른쪽,G18_0_3_C61,4
KETI_SL_0000000315.MOV,오른쪽-귀,G18_0_3_C61,4
KETI_SL_0000000321.MOV,왼쪽-귀,G18_0_3_C61,4
KETI_SL_0000000001.MOV,0,G18_1_C61,7
KETI_SL_0000000002.MOV,1,G18_1_C61,7
KETI_SL_0000000105.MOV,10000,G18_1_C61,7
KETI_SL_0000000003.MOV,2,G18_1_C61,7
KETI_SL_0000000327.MOV,월요일,G18_1_C61,7
KETI_SL_0000000352.MOV,작년,G18_1_C61,7
KETI_SL_0000000417.MOV,화요일,G18_1_C61,7
KETI_SL_0000000017.MOV,16,G18_2_C61,3
KETI_SL_0000000018.MOV,17,G18_2_C61,3
KETI_SL_0000000019.MOV,18,G18_2_C61,3
KETI_SL_0000000167.MOV,내년,G18_3_C61,4
KETI_SL_0000000168.MOV,내일,G18_3_C61,4
KETI_SL_0000000293.MOV,어제,G18_3_C61,4
KETI_SL_0000000313.MOV,오늘,G18_3_C61,4
KETI_SL_0000000171.MOV,논,G18_4_C61,3
KETI_SL_0000000224.MOV,밭,G18_4_C61,3
KETI_SL_0000000326.MOV,운동장,G18_4_C61,3
KETI_SL_0000000023.MOV,22,G18_5_C61,5
KETI_SL_0000000024.MOV,23,G18_5_C61,5
KETI_SL_0000000027.MOV,26,G18_5_C61,5
KETI_SL_0000000028.MOV,27,G18_5_C61,5
KETI_SL_0000000029.MOV,28,G18_5_C61,5
KETI_SL_0000000030.MOV,29,G19_0_C75,7
KETI_SL_0000000031.MOV,30,G19_0_C75,7
KETI_SL_0000000032.MOV,31,G19_0_C75,7
KETI_SL_0000000033.MOV,32,G19_0_C75,7
KETI_SL_0000000034.MOV,33,G19_0_C75,7
KETI_SL_0000000035.MOV,34,G19_0_C75,7
KETI_SL_0000000036.MOV,35,G19_0_C75,7
KETI_SL_0000000004.MOV,3,G19_1_C75,8
KETI_SL_0000000037.MOV,36,G19_1_C75,8
KETI_SL_0000000038.MOV,37,G19_1_C75,8
KETI_SL_0000000039.MOV,38,G19_1_C75,8
KETI_SL_0000000040.MOV,39,G19_1_C75,8
KETI_SL_0000000041.MOV,40,G19_1_C75,8
KETI_SL_0000000042.MOV,41,G19_1_C75,8
KETI_SL_0000000043.MOV,42,G19_1_C75,8
KETI_SL_RES_0000000122.MOV,경찰이 곧 갈거니까 잠시만 기다리세요,G20_0_C77,12
KETI_SL_RES_0000000124.MOV,구급차가 곧 갈거니까 잠시만 기다리세요,G20_0_C77,12
KETI_SL_RES_0000000103.MOV,그분들이 도착할 때까지 전화 끊으면 안돼요,G20_0_C77,12
KETI_SL_RES_0000000125.MOV,금방 119 아저씨들이 올거예요,G20_0_C77,12
KETI_SL_RES_0000000126.MOV,금방 구급대원들이 도착할테니 잠시만 기다리세요,G20_0_C77,12
KETI_SL_RES_0000000112.MOV,당황하지 마시고 큰 길로 나가세요,G20_0_C77,12
KETI_SL_0000008467.MOV,세브란스 병원 진료 예약을 해주세요,G20_0_C77,12
KETI_SL_RES_0000000123.MOV,소방차가 곧 갈거니까 잠시만 기다리세요,G20_0_C77,12
KETI_SL_RES_0000000101.MOV,저희가 도착할 때까지 계속 통화할 수 있나요?,G20_0_C77,12
KETI_SL_RES_0000000129.MOV,조금만 기다리시면 당신을 도와줄 사람들이 도착할 겁니다,G20_0_C77,12
KETI_SL_RES_0000000115.MOV,주변에 가까이 가지 마시고 경찰이 올 때까지 기다리세요,G20_0_C77,12
KETI_SL_RES_0000000104.MOV,혹시 저희가 출동하는 동안 상황을 지켜봐주실 수 있나요?,G20_0_C77,12
KETI_SL_RES_0000000114.MOV,갑판에서 구조를 기다려주세요,G20_1_C77,7
KETI_SL_0000008442.MOV,엘리베이터가 갑자기 중간에 멈췄어요,G20_1_C77,7
KETI_SL_RES_0000000116.MOV,일단 대피하시고 잠시만 기다려주세요,G20_1_C77,7
KETI_SL_RES_0000000119.MOV,잠시만 기다려주세요,G20_1_C77,7
KETI_SL_RES_0000000106.MOV,잠시만 주변에 숨어계세요,G20_1_C77,7
KETI_SL_RES_0000000102.MOV,전화 끊지 말고 잠시만 기다리세요.,G20_1_C77,7
KETI_SL_RES_0000000108.MOV,조금만 진정하세요,G20_1_C77,7
KETI_SL_0000000134.MOV,골절,G21_0_C79,6
KETI_SL_0000000219.MOV,발,G21_0_C79,6
KETI_SL_0000000220.MOV,발가락,G21_0_C79,6
KETI_SL_0000000245.MOV,뼈,G21_0_C79,6
KETI_SL_0000008462.MOV,유리가 깨져서 발을 다쳤어요,G21_0_C79,6
KETI_SL_0000000135.MOV,탈골,G21_0_C79,6
KETI_SL_0000000212.MOV,무릎,G21_1_0_C79,9
KETI_SL_0000008484.MOV,무릎 인대를 다친 것 같아요,G21_1_0_C79,9
KETI_SL_0000000221.MOV,발목,G21_1_0_C79,9
KETI_SL_0000008478.MOV,발목을 접질렀어요,G21_1_0_C79,9
KETI_SL_0000000292.MOV,어깨,G21_1_0_C79,9
KETI_SL_0000001536.MTS,인대,G21_1_0_C79,9
KETI_SL_0000000393.MOV,팔꿈치,G21_1_0_C79,9
KETI_SL_0000000406.MOV,허리,G21_1_0_C79,9
KETI_SL_0000000407.MOV,허벅지,G21_1_0_C79,9
KETI_SL_0000000178.MOV,다리,G21_1_1_C79,5
KETI_SL_0000000222.MOV,발작,G21_1_1_C79,5
KETI_SL_0000000232.MOV,병원,G21_1_1_C79,5
KETI_SL_0000000265.MOV,손가락,G21_1_1_C79,5
KETI_SL_0000000392.MOV,팔,G21_1_1_C79,5
KETI_SL_0000000117.MOV,강북구,G22_0_C82,11
KETI_SL_0000000148.MOV,구청,G22_0_C82,11
KETI_SL_0000000185.MOV,도봉구,G22_0_C82,11
KETI_SL_0000000189.MOV,동대문구,G22_0_C82,11
KETI_SL_0000000251.MOV,서대문구,G22_0_C82,11
KETI_SL_0000000257.MOV,성동구,G22_0_C82,11
KETI_SL_0000000258.MOV,성북구,G22_0_C82,11
KETI_SL_0000000336.MOV,은평구,G22_0_C82,11
KETI_SL_0000000359.MOV,종로구,G22_0_C82,11
KETI_SL_0000000361.MOV,중구,G22_0_C82,11
KETI_SL_0000000362.MOV,중랑구,G22_0_C82,11
KETI_SL_0000000115.MOV,강남구,G22_1_C82,8
KETI_SL_0000000118.MOV,강서구,G22_1_C82,8
KETI_SL_0000000141.MOV,관악구,G22_1_C82,8
KETI_SL_0000000153.MOV,금천구,G22_1_C82,8
KETI_SL_0000000253.MOV,서울시,G22_1_C82,8
KETI_SL_0000000254.MOV,서초구,G22_1_C82,8
KETI_SL_0000000267.MOV,송파구,G22_1_C82,8
KETI_SL_0000000291.MOV,양천구,G22_1_C82,8
KETI_SL_RES_0000000028.MOV,갑자기 무너진 건가요?,G23_0_0_C84,9
KETI_SL_RES_0000000066.MOV,무슨일이신가요?,G23_0_0_C84,9
KETI_SL_RES_0000000058.MOV,방금 발견하셨나요?,G23_0_0_C84,9
KETI_SL_RES_0000000080.MOV,비행기 어디에 타고 계세요?,G23_0_0_C84,9
KETI_SL_RES_0000000076.MOV,어디서 사고가 일어났죠?,G23_0_0_C84,9
KETI_SL_RES_0000000060.MOV,어떻게 떨어졌나요?,G23_0_0_C84,9
KETI_SL_RES_0000000037.MOV,어떻게 발견하시게 된거세요?,G23_0_0_C84,9
KETI_SL_RES_0000000020.MOV,언제요?,G23_0_0_C84,9
KETI_SL_RES_0000000025.MOV,왜 뛰어내리려고 하시는거죠?,G23_0_0_C84,9
KETI_SL_RES_0000000038.MOV,남성인가요?,G23_0_1_C84,6
KETI_SL_RES_0000000069.MOV,무엇이 필요하신가요?,G23_0_1_C84,6
KETI_SL_RES_0000000070.MOV,상황을 설명해 주실 수 있나요?,G23_0_1_C84,6
KETI_SL_RES_0000000019.MOV,선생님 이름이 어떻게 되시죠?,G23_0_1_C84,6
KETI_SL_RES_0000000018.MOV,이름을 알려줄래요?,G23_0_1_C84,6
KETI_SL_RES_0000000024.MOV,친구한테 무슨 문제가 있나요?,G23_0_1_C84,6
KETI_SL_RES_0000000067.MOV,어떤 응급상황인가요?,G23_1_C84,7
KETI_SL_RES_0000000045.MOV,운전자 분은 괜찮으세요?,G23_1_C84,7
KETI_SL_RES_0000000042.MOV,응급조치는 하셨나요?,G23_1_C84,7
KETI_SL_RES_0000000081.MOV,지금 괜찮으세요?,G23_1_C84,7
KETI_SL_RES_0000000010.MOV,지금 안전한 곳에 계신가요?,G23_1_C84,7
KETI_SL_RES_0000000030.MOV,혹시 다치신 분은 없으신가요?,G23_1_C84,7
KETI_SL_RES_0000000035.MOV,혹시 사고난 차량 운전자 분은 괜찮으신가요?,G23_1_C84,7
KETI_SL_RES_0000000026.MOV,무엇으로 살해했나요?,G23_2_C84,8
KETI_SL_RES_0000000032.MOV,어디서 납치된 건지 기억나시나요?,G23_2_C84,8
KETI_SL_RES_0000000097.MOV,어떻게 죽었다는거죠?,G23_2_C84,8
KETI_SL_RES_0000000056.MOV,언제 아이가 사라졌나요?,G23_2_C84,8
KETI_SL_RES_0000000071.MOV,주소가 어떻게 되나요?,G23_2_C84,8
KETI_SL_RES_0000000012.MOV,지금 엄마는 어디에 있나요?,G23_2_C84,8
KETI_SL_RES_0000000048.MOV,총알이 어디에 맞았나요?,G23_2_C84,8
KETI_SL_RES_0000000049.MOV,혹시 차량 번호를 확인 하셨나요?,G23_2_C84,8
KETI_SL_0000000160.MOV,남편,G24_0_C88,9
KETI_SL_0000000173.MOV,누나,G24_0_C88,9
KETI_SL_0000000197.MOV,딸,G24_0_C88,9
KETI_SL_0000000278.MOV,아내,G24_0_C88,9
KETI_SL_0000000295.MOV,언니,G24_0_C88,9
KETI_SL_0000000297.MOV,엄마,G24_0_C88,9
KETI_SL_0000000299.MOV,여자친구,G24_0_C88,9
KETI_SL_0000000300.MOV,여학생,G24_0_C88,9
KETI_SL_0000000400.MOV,할머니,G24_0_C88,9
KETI_SL_0000000159.MOV,남자친구,G24_1_C88,10
KETI_SL_0000000161.MOV,남학생,G24_1_C88,10
KETI_SL_0000000190.MOV,동생,G24_1_C88,10
KETI_SL_0000000256.MOV,선생님,G24_1_C88,10
KETI_SL_0000000279.MOV,아들,G24_1_C88,10
KETI_SL_0000000280.MOV,아빠,G24_1_C88,10
KETI_SL_0000000317.MOV,오빠,G24_1_C88,10
KETI_SL_0000000380.MOV,친구,G24_1_C88,10
KETI_SL_0000000399.MOV,학생,G24_1_C88,10
KETI_SL_0000000411.MOV,형,G24_1_C88,10
KETI_SL_0000000126.MOV,경찰차,G25_C90,12
KETI_SL_0000000129.MOV,고속도로,G25_C90,12
KETI_SL_0000008395.MOV,고속도로에서 자동차가 갑자기 멈췄어요,G25_C90,12
KETI_SL_0000000143.MOV,교통사고,G25_C90,12
KETI_SL_0000000184.MOV,도로,G25_C90,12
KETI_SL_0000008409.MOV,어떤 사람이 교통사고를 당했어요,G25_C90,12
KETI_SL_0000000349.MOV,자동차,G25_C90,12
KETI_SL_0000000369.MOV,차밖,G25_C90,12
KETI_SL_0000000370.MOV,차안,G25_C90,12
KETI_SL_0000000384.MOV,택시,G25_C90,12
KETI_SL_0000000387.MOV,통학버스,G25_C90,12
KETI_SL_0000000388.MOV,트랙터,G25_C90,12
KETI_SL_0000001143.MTS,옆집 아저씨,G26_0_C91,5
KETI_SL_0000001144.MTS,옆집 할아버지,G26_0_C91,5
KETI_SL_0000000311.MOV,옆집사람,G26_0_C91,5
KETI_SL_0000000332.MOV,윗집사람,G26_0_C91,5
KETI_SL_0000000345.MOV,이웃집,G26_0_C91,5
KETI_SL_0000000121.MOV,거실,G26_1_C91,12
KETI_SL_0000000181.MOV,대문앞,G26_1_C91,12
KETI_SL_0000000201.MOV,마당,G26_1_C91,12
KETI_SL_0000000238.MOV,부엌,G26_1_C91,12
KETI_SL_0000000285.MOV,안방,G26_1_C91,12
KETI_SL_0000000288.MOV,앞집,G26_1_C91,12
KETI_SL_0000000325.MOV,우리집,G26_1_C91,12
KETI_SL_0000000331.MOV,윗집,G26_1_C91,12
KETI_SL_0000000367.MOV,집,G26_1_C91,12
KETI_SL_RES_0000000079.MOV,집안 어디에 계세요?,G26_1_C91,12
KETI_SL_0000000408.MOV,현관,G26_1_C91,12
KETI_SL_0000000409.MOV,현관앞,G26_1_C91,12
